timestamp,harness_version,config_fingerprint,endpoint_name,provider,model,base_url,thinking_effort,max_tokens,release_version,adaptive_thinking,checker_timeout,prompt_style,problem_id,difficulty,problem_number,run_idx,request_status,stop_reason,input_tokens,output_tokens,ttft_s,gen_time_s,total_wall_s,tokens_per_s,passed,error_type,error_message
2026-07-03T07:38:29.191233+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_g,hard,2,3,completed,end_turn,1305,4212,42.732573,8.486496,51.224228,82.227,True,,
2026-07-03T07:39:23.274798+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_g,hard,2,3,completed,completed,1052,3629,15.986536,0.719958,16.818275,215.777,False,,
2026-07-03T07:39:42.497940+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,1,completed,completed,592,4647,22.363768,0.792276,23.267306,199.722,True,,
2026-07-03T07:40:08.231032+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,1,completed,end_turn,769,18767,233.587872,13.921364,247.584350,75.800,True,,
2026-07-03T07:44:19.019537+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,2,completed,end_turn,769,12495,142.153910,14.822090,157.050297,79.560,True,,
2026-07-03T07:46:58.947325+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,2,completed,completed,592,3078,15.268755,0.874338,17.733248,173.572,False,,
2026-07-03T07:47:19.903967+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,3,completed,completed,592,4705,22.640152,1.174105,23.935756,196.568,False,,
2026-07-03T07:47:46.957865+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_f,hard,3,3,completed,end_turn,769,16366,202.887990,12.881723,215.787150,75.843,True,,
2026-07-03T07:51:25.910732+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,1,completed,end_turn,776,363,6.938202,1.551995,8.494681,42.733,True,,
2026-07-03T07:51:37.785323+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,1,completed,completed,582,408,3.061678,0.232032,3.419909,119.301,True,,
2026-07-03T07:51:44.224140+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,2,completed,completed,582,612,3.329415,0.110506,3.512223,174.249,True,,
2026-07-03T07:51:50.652142+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,2,completed,end_turn,776,324,4.744056,1.849204,6.627295,48.889,True,,
2026-07-03T07:52:00.282890+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,3,completed,end_turn,776,958,10.794469,3.730078,14.570069,65.751,True,,
2026-07-03T07:52:18.011380+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc388_e,hard,4,3,completed,completed,582,549,2.806293,0.149372,3.042565,180.440,False,,
2026-07-03T07:52:24.515826+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,1,completed,completed,623,15942,74.713775,2.387483,77.511428,205.673,True,,
2026-07-03T07:53:46.177246+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,1,completed,end_turn,818,30178,362.580441,14.363042,376.966765,80.055,True,,
2026-07-03T08:00:08.317752+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,2,completed,end_turn,818,18503,205.107073,14.637103,219.767663,84.193,True,,
2026-07-03T08:03:51.755156+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,2,completed,completed,623,11148,47.850956,3.986831,51.931483,214.667,True,,
2026-07-03T08:04:48.899726+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,3,completed,completed,623,13599,59.534454,2.674290,62.465825,217.703,True,,
2026-07-03T08:05:56.794958+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,3,error,,,,,,,,,RuntimeError,Anthropic endpoint returned no streamed output text
2026-07-03T08:12:34.719360+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,1,completed,end_turn,1176,12700,151.510695,6.021679,158.190398,80.283,True,,
2026-07-03T08:15:17.996181+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,1,completed,completed,961,4702,24.227401,0.570882,24.887692,188.929,False,,
2026-07-03T08:15:45.841300+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,2,completed,completed,961,5064,24.840140,0.744350,25.620028,197.658,False,,
2026-07-03T08:16:14.327658+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,2,completed,end_turn,1176,23672,161.902987,0.004668,161.913106,146.202,True,,
2026-07-03T17:14:36.355437+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_g,hard,5,3,completed,end_turn,818,20161,237.493037,10.908536,248.473328,81.139,True,,
2026-07-03T17:18:49.226864+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,3,completed,end_turn,1176,7412,79.165271,9.392583,88.562406,83.692,True,,
2026-07-03T17:20:22.675424+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_f,hard,6,3,completed,completed,961,9472,46.828680,0.901799,47.838266,198.000,False,,
2026-07-03T17:21:14.385210+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,1,completed,completed,432,2780,12.053206,0.417695,12.661336,219.566,True,,
2026-07-03T17:21:30.385350+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,1,completed,end_turn,571,7465,82.640919,5.710938,88.374120,84.470,True,,
2026-07-03T17:23:02.361604+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,2,completed,end_turn,571,11674,124.995319,10.432568,135.642730,86.064,True,,
2026-07-03T17:25:21.229232+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,2,completed,completed,432,2984,13.118550,0.409287,13.675657,218.198,True,,
2026-07-03T17:30:23.050975+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,3,completed,completed,432,1876,8.165698,0.393661,8.641425,217.094,True,,
2026-07-03T17:30:35.364425+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc389_e,hard,7,3,completed,end_turn,571,11490,120.711763,9.645135,130.753891,87.875,True,,
2026-07-03T17:32:49.614448+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,1,completed,end_turn,897,2138,21.069946,4.269905,25.512137,83.803,True,,
2026-07-03T17:33:18.973256+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,1,completed,completed,660,4954,24.829455,0.496780,25.433569,194.782,True,,
2026-07-03T17:33:55.414189+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,2,completed,completed,660,1232,5.686464,0.314659,6.110964,201.605,True,,
2026-07-03T17:34:11.660141+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,2,completed,end_turn,897,2297,21.161101,4.308888,25.867302,88.799,True,,
2026-07-03T17:34:41.262212+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,3,completed,end_turn,897,1779,19.065356,3.320372,22.424862,79.332,True,,
2026-07-03T17:35:07.559182+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_e,hard,8,3,completed,completed,660,782,3.519105,0.314165,3.896466,200.695,False,,
2026-07-03T17:35:15.146913+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,1,completed,completed,507,4656,17.378472,0.989735,18.470467,252.078,False,,
2026-07-03T17:35:37.020742+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,1,completed,end_turn,684,15452,151.669518,17.486113,169.205299,91.321,True,,
2026-07-03T17:38:32.649212+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,2,completed,end_turn,684,10339,96.013803,12.637957,108.676725,95.135,True,,
2026-07-03T17:40:28.853527+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,2,completed,completed,507,4907,18.464180,0.942121,19.534871,251.192,True,,
2026-07-03T17:40:55.324644+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,3,completed,completed,507,5069,18.911898,1.220322,20.220285,250.689,True,,
2026-07-03T17:41:23.052842+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_g,hard,9,3,completed,end_turn,684,12826,122.870504,15.235673,138.126338,92.857,True,,
2026-07-03T17:43:47.608355+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,1,completed,end_turn,877,4184,36.521604,9.378318,45.970767,91.014,True,,
2026-07-03T17:44:37.709720+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,1,completed,completed,640,1587,7.165474,0.260944,9.102705,174.344,True,,
2026-07-03T17:44:50.301885+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,2,completed,completed,640,3226,13.585712,0.543222,14.255461,226.299,True,,
2026-07-03T17:45:07.655615+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,2,completed,end_turn,877,3968,33.854927,8.322822,42.233844,93.953,True,,
2026-07-03T17:45:53.307691+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,3,completed,end_turn,877,3235,25.977097,8.475951,34.489937,93.795,True,,
2026-07-03T17:46:31.215608+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc390_f,hard,10,3,completed,completed,640,1554,6.533972,0.728310,7.344453,211.588,False,,
2026-07-03T17:46:41.712210+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,1,completed,completed,991,7234,34.320583,0.841025,35.272305,205.090,False,,
2026-07-03T17:47:20.450095+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,1,completed,end_turn,1193,7383,75.180045,9.826005,85.126944,86.729,True,,
2026-07-03T17:48:54.497352+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,2,completed,end_turn,1193,5416,51.507914,10.148334,61.679614,87.809,True,,
2026-07-03T17:50:04.365206+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,2,completed,completed,991,5817,30.060613,0.000000,30.171464,192.798,False,,
2026-07-03T17:50:37.821717+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,3,completed,completed,991,3630,15.744706,0.746624,16.630504,218.274,False,,
2026-07-03T17:50:57.572374+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_f,hard,11,3,completed,end_turn,1193,2794,20.250011,10.932722,31.199672,89.552,True,,
2026-07-03T17:51:36.482971+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,1,completed,end_turn,855,1145,15.780157,2.996095,18.815383,60.854,True,,
2026-07-03T17:51:58.735365+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,1,completed,completed,648,1329,6.580360,0.238695,6.946559,191.318,True,,
2026-07-03T17:52:10.036866+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,2,completed,completed,648,1469,6.172874,0.518662,6.756661,217.415,True,,
2026-07-03T17:52:20.651813+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,2,completed,end_turn,855,692,9.339263,2.795085,12.201468,56.714,True,,
2026-07-03T17:52:36.701495+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,3,completed,end_turn,855,778,12.598620,2.522816,15.137568,51.395,True,,
2026-07-03T17:52:56.703513+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_e,hard,12,3,completed,completed,648,812,3.739578,0.418196,4.293736,189.113,True,,
2026-07-03T17:53:05.241021+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,1,completed,completed,541,1733,7.632532,0.560220,8.272927,209.478,False,,
2026-07-03T17:53:17.076377+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,1,completed,end_turn,745,1872,15.756513,6.880658,22.730925,82.355,True,,
2026-07-03T17:53:44.422534+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,2,completed,end_turn,745,2227,16.776298,10.183069,26.994645,82.498,True,,
2026-07-03T17:54:15.979994+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,2,completed,completed,541,1415,6.310445,0.334168,6.734082,210.125,True,,
2026-07-03T17:54:26.446819+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,3,completed,completed,541,1869,7.705965,0.812874,8.630072,216.568,True,,
2026-07-03T17:54:40.114020+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc391_g,hard,13,3,completed,end_turn,745,2224,15.028576,10.713845,25.995096,85.555,True,,
2026-07-03T17:55:10.773418+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,1,completed,end_turn,586,1653,20.289146,3.403378,23.709046,69.720,True,,
2026-07-03T17:55:40.211179+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,1,completed,completed,449,16696,62.443094,2.913539,65.559858,254.668,True,,
2026-07-03T17:56:50.132849+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,2,completed,completed,449,11617,55.500676,0.516089,56.141185,206.925,True,,
2026-07-03T17:57:54.509299+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,2,completed,end_turn,586,3356,31.351862,8.816927,40.191789,83.500,True,,
2026-07-03T17:58:40.176616+00:00,2,84c946c09e379fb1,anthropic-claude-fable-5-v6-hard1-80-xhigh-v2,anthropic,claude-fable-5,,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,3,completed,end_turn,586,1078,11.607946,2.812576,14.442238,74.642,True,,
2026-07-03T17:59:00.204238+00:00,2,9865e6f08db1be95,openai-model-fast-v6-hard1-80-xhigh-v2,openai,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,https://api.openai.com/v1,xhigh,32000,v6,True,6,OpenAIChat,abc392_g,hard,14,3,completed,completed,449,15987,64.789484,2.593959,67.774484,235.885,False,,
