timestamp,endpoint_name,model,sorted_index,question_id,max_tokens,run_idx,ttft_s,gen_time_s,total_wall_s,output_tokens,token_count_method,tokens_per_s,input_tokens,reasoning_tokens,visible_output_tokens,total_tokens,usage_json,correct,finish_reason,refusal,provider,request_id,outcome,billed_output_tokens,thinking_tokens,inference_time_s,tool_time_s,retry_api_time_s,backoff_time_s,harness_overhead_s,first_stream_event_latency_s,first_stream_event_ts,first_observable_output_ts,last_observable_output_ts,observable_chunk_count,endpoint_base_url,endpoint_region,tool_configuration,sandbox_image,cpu_memory_limits,economy_policy,serial_execution
2026-06-28T05:50:29.934024+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,97,66ea814c5544860edb5aa9fa,60000,1,3.024302,9.293207,12.340419,977,stream_usage_includes_thinking,79.170731,176,not_reported,,1153,"{""completion_tokens"": 977, ""completion_tokens_details"": null, ""prompt_tokens"": 176, ""prompt_tokens_details"": null, ""total_tokens"": 1153}",not_recorded,stop,no,not_recorded,not_reported,completed,977,not_reported,12.340419,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:51:15.086636+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,78,66ea12d21684c1846037a28d,60000,1,1.309994,6.339656,7.672264,502,stream_usage_includes_thinking,65.430487,8634,not_reported,,9136,"{""completion_tokens"": 502, ""completion_tokens_details"": null, ""prompt_tokens"": 8634, ""prompt_tokens_details"": null, ""total_tokens"": 9136}",not_recorded,stop,no,not_recorded,not_reported,completed,502,not_reported,7.672264,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:53:45.487064+00:00,opus48-xhigh-60k-stress-long,claude-opus-4-8,1007,6720241e20239af7af582ae1,60000,1,2.645504,3.860551,6.516666,318,stream_usage_includes_thinking,48.797956,10203,not_reported,,10521,"{""completion_tokens"": 318, ""completion_tokens_details"": null, ""prompt_tokens"": 10203, ""prompt_tokens_details"": null, ""total_tokens"": 10521}",not_recorded,stop,no,not_recorded,not_reported,completed,318,not_reported,6.516666,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:54:20.894818+00:00,opus48-xhigh-60k-stress-long,claude-opus-4-8,170,66edd857a0ffa4c025458242,60000,1,1.263132,17.037352,18.416420,1281,stream_usage_includes_thinking,69.557492,7400,not_reported,,8681,"{""completion_tokens"": 1281, ""completion_tokens_details"": null, ""prompt_tokens"": 7400, ""prompt_tokens_details"": null, ""total_tokens"": 8681}",not_recorded,stop,no,not_recorded,not_reported,completed,1281,not_reported,18.416420,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:55:00.742717+00:00,opus48-xhigh-60k-stress-long,claude-opus-4-8,1134,67228ecf93273f2ea4d39e3e,60000,1,1.248756,1.577846,2.839860,101,stream_usage_includes_thinking,35.565129,3514,not_reported,,3615,"{""completion_tokens"": 101, ""completion_tokens_details"": null, ""prompt_tokens"": 3514, ""prompt_tokens_details"": null, ""total_tokens"": 3615}",not_recorded,stop,no,not_recorded,not_reported,completed,101,not_reported,2.839860,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:55:33.410319+00:00,opus48-xhigh-60k-stress-long,claude-opus-4-8,387,66fcbc3e2c2f679cc7959864,60000,1,0.962069,9.447125,10.427829,740,stream_usage_includes_thinking,70.963956,4847,not_reported,,5587,"{""completion_tokens"": 740, ""completion_tokens_details"": null, ""prompt_tokens"": 4847, ""prompt_tokens_details"": null, ""total_tokens"": 5587}",not_recorded,stop,no,not_recorded,not_reported,completed,740,not_reported,10.427829,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:56:12.019538+00:00,opus48-xhigh-60k-stress-long,claude-opus-4-8,1708,67366bc5b5eda7e01fa935c6,60000,1,1.285886,2.703001,4.002404,254,stream_usage_includes_thinking,63.461852,5014,not_reported,,5268,"{""completion_tokens"": 254, ""completion_tokens_details"": null, ""prompt_tokens"": 5014, ""prompt_tokens_details"": null, ""total_tokens"": 5268}",not_recorded,stop,no,not_recorded,not_reported,completed,254,not_reported,4.002404,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:56:57.067564+00:00,opus48-max-60k-stress-reversi,claude-opus-4-8,170,66edd857a0ffa4c025458242,60000,1,3.856871,16.700833,20.563441,1375,stream_usage_includes_thinking,66.866240,7400,not_reported,,8775,"{""completion_tokens"": 1375, ""completion_tokens_details"": null, ""prompt_tokens"": 7400, ""prompt_tokens_details"": null, ""total_tokens"": 8775}",not_recorded,stop,no,not_recorded,not_reported,completed,1375,not_reported,20.563441,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:43:50.856712+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,1,4.313139,0.198338,4.725519,942,stream_usage,4749.459099,239,780,162,1181,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 942, ""output_tokens_details"": {""reasoning_tokens"": 780}, ""total_tokens"": 1181}",not_recorded,stop,no,not_recorded,not_reported,completed,942,780,4.725519,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:43:55.592035+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,2,4.537162,0.379515,5.103356,1279,stream_usage,3370.091510,239,1140,139,1518,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 1279, ""output_tokens_details"": {""reasoning_tokens"": 1140}, ""total_tokens"": 1518}",not_recorded,stop,no,not_recorded,not_reported,completed,1279,1140,5.103356,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:44:00.702892+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,3,5.333950,0.194044,5.798192,1612,stream_usage,8307.381742,239,1447,165,1851,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 1612, ""output_tokens_details"": {""reasoning_tokens"": 1447}, ""total_tokens"": 1851}",not_recorded,stop,no,not_recorded,not_reported,completed,1612,1447,5.798192,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:53:26.419138+00:00,std,gpt-5.5,1,668828540a642802bdfeadfc,8192,1,30.835122,1.319787,32.401604,2003,stream_usage,1517.669331,239,1882,121,2242,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 2003, ""output_tokens_details"": {""reasoning_tokens"": 1882}, ""total_tokens"": 2242}",not_recorded,stop,no,not_recorded,not_reported,completed,2003,1882,32.401604,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:53:58.830918+00:00,std,gpt-5.5,1,668828540a642802bdfeadfc,8192,2,24.958569,1.286180,26.509614,1660,stream_usage,1290.643235,239,1552,108,1899,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 1660, ""output_tokens_details"": {""reasoning_tokens"": 1552}, ""total_tokens"": 1899}",not_recorded,stop,no,not_recorded,not_reported,completed,1660,1552,26.509614,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T16:54:25.353317+00:00,std,gpt-5.5,1,668828540a642802bdfeadfc,8192,3,20.944038,1.007275,22.175261,1428,stream_usage,1417.686332,239,1319,109,1667,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 1428, ""output_tokens_details"": {""reasoning_tokens"": 1319}, ""total_tokens"": 1667}",not_recorded,stop,no,not_recorded,not_reported,completed,1428,1319,22.175261,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:09:07.216045+00:00,std,claude-opus-4-8,1,668828540a642802bdfeadfc,8192,1,69.412099,5.665478,75.159223,6586,anthropic_stream_usage_includes_omitted_thinking,87.627303,350,not_reported,,6936,"{""cache_creation"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""inference_geo"": ""global"", ""input_tokens"": 350, ""output_tokens"": 6586, ""output_tokens_details"": null, ""server_tool_use"": null, ""service_tier"": ""standard""}",not_recorded,end_turn,no,not_recorded,not_reported,completed,6586,not_reported,75.159223,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:10:22.383398+00:00,std,claude-opus-4-8,1,668828540a642802bdfeadfc,8192,2,66.950231,6.269517,73.247025,6795,anthropic_stream_usage_includes_omitted_thinking,92.768273,350,not_reported,,7145,"{""cache_creation"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""inference_geo"": ""global"", ""input_tokens"": 350, ""output_tokens"": 6795, ""output_tokens_details"": null, ""server_tool_use"": null, ""service_tier"": ""standard""}",not_recorded,end_turn,no,not_recorded,not_reported,completed,6795,not_reported,73.247025,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:11:35.646962+00:00,std,claude-opus-4-8,1,668828540a642802bdfeadfc,8192,3,52.702349,5.484203,58.202033,5338,anthropic_stream_usage_includes_omitted_thinking,91.715009,350,not_reported,,5688,"{""cache_creation"": {""ephemeral_1h_input_tokens"": 0, ""ephemeral_5m_input_tokens"": 0}, ""cache_creation_input_tokens"": 0, ""cache_read_input_tokens"": 0, ""inference_geo"": ""global"", ""input_tokens"": 350, ""output_tokens"": 5338, ""output_tokens_details"": null, ""server_tool_use"": null, ""service_tier"": ""standard""}",not_recorded,end_turn,no,not_recorded,not_reported,completed,5338,not_reported,58.202033,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:17:43.717524+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,1,8.856673,0.132208,9.263705,2110,stream_usage_includes_thinking,227.770642,239,1957,153,2349,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 2110, ""output_tokens_details"": {""reasoning_tokens"": 1957}, ""total_tokens"": 2349}",not_recorded,stop,no,not_recorded,not_reported,completed,2110,1957,9.263705,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:17:52.990180+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,2,10.848516,0.297977,11.423259,3051,stream_usage_includes_thinking,267.086661,239,2883,168,3290,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 3051, ""output_tokens_details"": {""reasoning_tokens"": 2883}, ""total_tokens"": 3290}",not_recorded,stop,no,not_recorded,not_reported,completed,3051,2883,11.423259,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:18:04.418044+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,3,6.535996,0.122956,6.892913,1957,stream_usage_includes_thinking,283.914811,239,1824,133,2196,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 1957, ""output_tokens_details"": {""reasoning_tokens"": 1824}, ""total_tokens"": 2196}",not_recorded,stop,no,not_recorded,not_reported,completed,1957,1824,6.892913,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:26:09.102769+00:00,std-xhigh-test,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,1,14.679189,0.213347,15.149181,4284,stream_usage_includes_thinking,282.787559,239,4142,142,4523,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 4284, ""output_tokens_details"": {""reasoning_tokens"": 4142}, ""total_tokens"": 4523}",not_recorded,stop,no,not_recorded,not_reported,completed,4284,4142,15.149181,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:31:24.788213+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,1,18.487594,0.102012,18.933963,5297,stream_usage_includes_thinking,279.761817,239,5178,119,5536,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 5297, ""output_tokens_details"": {""reasoning_tokens"": 5178}, ""total_tokens"": 5536}",not_recorded,stop,no,not_recorded,not_reported,completed,5297,5178,18.933963,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:31:43.732759+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,2,10.385114,0.119915,10.849803,3209,stream_usage_includes_thinking,295.765738,239,3073,136,3448,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 3209, ""output_tokens_details"": {""reasoning_tokens"": 3073}, ""total_tokens"": 3448}",not_recorded,stop,no,not_recorded,not_reported,completed,3209,3073,10.849803,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:31:54.589697+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,1,668828540a642802bdfeadfc,8192,3,7.293767,2.479661,10.255885,2221,stream_usage_includes_thinking,216.558596,239,2070,151,2460,"{""input_tokens"": 239, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 2221, ""output_tokens_details"": {""reasoning_tokens"": 2070}, ""total_tokens"": 2460}",not_recorded,stop,no,not_recorded,not_reported,completed,2221,2070,10.255885,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:33:42.878708+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,2,669402b41dcb3d5a1ef9e951,8192,1,,,28.708292,8192,stream_usage_includes_thinking,285.353091,102,8192,0,8294,"{""input_tokens"": 102, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 8192, ""output_tokens_details"": {""reasoning_tokens"": 8192}, ""total_tokens"": 8294}",not_recorded,max_output_tokens,no,not_recorded,not_reported,incomplete_max_tokens,8192,8192,28.708292,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:34:11.596510+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,2,669402b41dcb3d5a1ef9e951,8192,2,,,29.632268,8192,stream_usage_includes_thinking,276.455382,102,8192,0,8294,"{""input_tokens"": 102, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 8192, ""output_tokens_details"": {""reasoning_tokens"": 8192}, ""total_tokens"": 8294}",not_recorded,max_output_tokens,no,not_recorded,not_reported,incomplete_max_tokens,8192,8192,29.632268,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:34:41.234411+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,2,669402b41dcb3d5a1ef9e951,8192,3,,,27.077021,8192,stream_usage_includes_thinking,302.544361,102,8192,0,8294,"{""input_tokens"": 102, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 8192, ""output_tokens_details"": {""reasoning_tokens"": 8192}, ""total_tokens"": 8294}",not_recorded,max_output_tokens,no,not_recorded,not_reported,incomplete_max_tokens,8192,8192,27.077021,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-07-02T17:56:28.924542+00:00,std,gpt-5.5-koffing-castor-kosmo-0527-test-ev3,2,669402b41dcb3d5a1ef9e951,100000,1,45.005959,1.430232,47.080162,14691,stream_usage_includes_thinking,312.042260,102,13931,760,14793,"{""input_tokens"": 102, ""input_tokens_details"": {""cached_tokens"": 0}, ""output_tokens"": 14691, ""output_tokens_details"": {""reasoning_tokens"": 13931}, ""total_tokens"": 14793}",not_recorded,stop,no,not_recorded,not_reported,completed,14691,13931,47.080162,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
